-9.979951904419689868e+01,-9.981536846686292108e+01,-9.985778912092321491e+01,-9.980402064007881791e+01,-9.983828692867628263e+01,-9.985659258800779980e+01
-9.989887489685501976e+01,-9.991319077013051242e+01,-9.995563937188535419e+01,-9.990041402756865807e+01,-9.993174385347734301e+01,-9.995686620486924312e+01
-9.995666673011770342e+01,-9.997095867315526618e+01,-1.000119102696175872e+02,-9.995657380216053411e+01,-9.998419309697335677e+01,-1.000159818515967487e+02
-9.998730778362893545e+01,-1.000026554766915723e+02,-1.000410796698232190e+02,-9.998653975574978858e+01,-1.000109170518815063e+02,-1.000481099715076283e+02
-1.000001049632927135e+02,-1.000172621249311504e+02,-1.000523124041959875e+02,-9.999930560202263052e+01,-1.000215457057503841e+02,-1.000624145320274749e+02
-1.000011778212074063e+02,-1.000206662030759048e+02,-1.000520830224655100e+02,-1.000007426328875226e+02,-1.000220583833829409e+02,-1.000649410875262930e+02
-9.999459714557194445e+01,-1.000167764882492065e+02,-1.000446417106740569e+02,-9.999473533123463653e+01,-1.000162056065951361e+02,-1.000597545685145917e+02
-9.998309812370608540e+01,-1.000082148103514186e+02,-1.000326806948279881e+02,-9.998388832088954814e+01,-1.000064061037881658e+02,-1.000496092800375578e+02
-9.996853697768852953e+01,-9.999676971553685689e+01,-1.000182070352642540e+02,-9.996997469437047812e+01,-9.999426609479966999e+01,-1.000364228373996696e+02
-9.995218240089732831e+01,-9.998366694721133285e+01,-1.000024536473867869e+02,-9.995421789535124901e+01,-9.998087264573915434e+01,-1.000215317251599316e+02
-9.993490150007210104e+01,-9.996975036452255381e+01,-9.998627176454291998e+01,-9.993746766477195820e+01,-9.996696361020046595e+01,-1.000058520468901833e+02
-9.991728154613350910e+01,-9.995559337130353583e+01,-9.997022179104372697e+01,-9.992031218685025351e+01,-9.995303307645157531e+01,-9.999002800736610652e+01
-9.989971359611088531e+01,-9.994158805259550604e+01,-9.995465046335473858e+01,-9.990315331990296954e+01,-9.993940304814618969e+01,-9.997448359030447307e+01
-9.988245246976055114e+01,-9.992798600637587469e+01,-9.993977729820167610e+01,-9.988626006744547681e+01,-9.992627579386918057e+01,-9.995949291680872761e+01
-9.986566037626809589e+01,-9.991495702463731732e+01,-9.992579277038544205e+01,-9.986980790554920873e+01,-9.991385662628955799e+01,-9.994524580982862005e+01
-9.984943788885011884e+01,-9.990260081926349756e+01,-9.991270604533123390e+01,-9.985390755028515741e+01,-9.990205443813938757e+01,-9.993183963531535596e+01
-9.983384575361849045e+01,-9.989097907304633850e+01,-9.990059709309781510e+01,-9.983862617622149571e+01,-9.989098429454188022e+01,-9.991934616016757786e+01
-9.981891777357809303e+01,-9.988012786942796595e+01,-9.988947892836156939e+01,-9.982400076982030157e+01,-9.988066329338874993e+01,-9.990780498625356643e+01
-9.980466984183063062e+01,-9.987006473988621735e+01,-9.987934942428883289e+01,-9.981004808499115200e+01,-9.987108708006508095e+01,-9.989721805158414725e+01
-9.979110488518492161e+01,-9.986078815708239631e+01,-9.987020279314472759e+01,-9.979677060823793511e+01,-9.986225049163533640e+01,-9.988757703210546879e+01
-9.977821604128608612e+01,-9.985228772479081272e+01,-9.986201398544139352e+01,-9.978416061431765627e+01,-9.985413258875637155e+01,-9.987887240459528471e+01
-9.976598888435800916e+01,-9.984453930415797629e+01,-9.985474226370661199e+01,-9.977220303989119543e+01,-9.984671689455679200e+01,-9.987105464916682251e+01
-9.975440323060077219e+01,-9.983751477099005456e+01,-9.984833619102876412e+01,-9.976087769771382341e+01,-9.983997388691940955e+01,-9.986407625842981872e+01
-9.974343474785266039e+01,-9.983117751032908416e+01,-9.984275565560868415e+01,-9.975016108589770170e+01,-9.983385943720999478e+01,-9.985790831291510017e+01
-9.973305641590374648e+01,-9.982548804635372619e+01,-9.983793167174833627e+01,-9.974002788026075450e+01,-9.982834246220612329e+01,-9.985246706112639004e+01
-9.972323972379848556e+01,-9.982039995571295776e+01,-9.983377648701031148e+01,-9.973045203944883497e+01,-9.982338245580324099e+01,-9.984769012818603073e+01
-9.971395607083046286e+01,-9.981586514236305163e+01,-9.983025138874866400e+01,-9.972140801437956270e+01,-9.981893130806139425e+01,-9.984353455306832359e+01
-9.970517706830506199e+01,-9.981184434621765433e+01,-9.982725644907850437e+01,-9.971287082461245177e+01,-9.981495369425735475e+01,-9.983992745293717519e+01
-9.969687547127173843e+01,-9.980828590672054190e+01,-9.982476082155970687e+01,-9.970481671962575376e+01,-9.981140174080439920e+01,-9.983680141371580419e+01
-9.968902546076179760e+01,-9.980514248053309245e+01,-9.982267422572762428e+01,-9.969722320516540037e+01,-9.980823834626207258e+01,-9.983409998861684187e+01
